,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class,scaled_amount,scaled_time
181953,2.031055499716,-1.60353754092232,0.420870527725575,-0.108430855746643,-1.64454381606076,1.27481897801345,-2.06215179076362,0.485438554351106,1.64920197010596,0.466412018773222,-2.71583719938618,-0.0405499188281433,-0.123558582222786,-1.44358143261875,-1.5046494077468,-1.40194718540338,0.117249210137264,1.56488440677758,-0.254479190746815,-0.569629596841859,-0.340087637095499,-0.0284695079718029,0.201353163374602,0.121001577209261,-0.413711246383957,0.748229072357346,0.0562334153301402,-0.029880550984353,0,0.04191993292810731,0.47582795850515164
102446,-13.1926709562391,12.785970638298,-9.90665002092758,3.32033688288942,-4.80117593230105,5.76005855618556,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.05250236713858,4.40680552357904,-4.61075647740608,-1.90948796970811,-9.07271093398351,-0.226074450896345,-6.21155748212485,-6.24814535335983,-3.14924669470095,0.0515761185277783,-3.49304991519446,27.2028391573154,-8.88701714094871,5.30360690376998,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.939407362758877,1,-0.2934395304967512,-0.19367003841680472
202830,-2.16053709644824,1.46154054544561,-0.72238255368898,0.408995119801083,2.39564503717875,1.58449501971111,1.6655839948624,-0.151727046587643,0.142232961981624,1.05105607873369,1.22056992356675,-0.64126851669174,-1.54353469467346,-1.41441778737753,0.482798982907016,-1.27409635898112,1.45919412826265,-0.222868825628925,0.23203343320128,0.149793335648755,-0.291283716581207,0.260517583757449,-0.382405179345261,-1.08681930549142,1.1699539712308,-0.15716557099807,-0.169355657432823,0.0669145723385554,0,0.4769091036121009,0.5852512365041882
61787,-1.55421636788274,1.69422928947167,-0.903333638062708,2.42543608490852,-2.89978748492542,0.133028430446298,-0.286225919411127,0.555944559014401,-1.39491838156524,-2.89261176082088,1.96223597455109,-2.38526266137636,0.458337202321203,-3.72454345377605,1.84397832505056,-2.01392370780293,-2.81560029569659,-1.09229027232613,0.139687230416985,-0.0323343863075664,0.493436338989664,0.733393182273647,0.202349959595007,0.492053700892718,-0.183790909215829,-0.19991711985608,0.395200622125666,0.0276930320930062,1,4.722979109900091,-0.4077468015366722
9179,-2.88004235163471,5.22544230971559,-11.0633302799459,6.68995065770063,-5.7599239886738,-2.24403079081521,-11.1999752166959,4.01472180864313,-3.42930426351801,-11.5619497720699,10.446846814514,-15.4790524832016,0.734441608104148,-13.8837785491112,0.821439545395249,-11.911483017197,-18.1030037037729,-6.83783453880068,3.12692935212663,1.19144396640797,2.00288287701632,0.351102064721284,0.79525514045211,-0.778379381413672,-1.64681511254223,0.487538823287331,1.42771309550336,0.583172486219188,1,-0.2934395304967512,-0.8407758549794992
5864,-1.47789405749793,0.640938799577993,2.51469850686995,0.245939880166151,-0.187927843250575,1.70026318255043,-0.537090623017909,0.954826573191358,1.79604364532125,-1.04174378179141,1.05516490547776,-2.61686909211498,0.129294591167938,1.38006850502645,0.551662196628897,-1.26918001963794,2.07532522162804,-1.65991899809329,-1.67911720185413,-0.196681900040204,-0.110956216864085,0.276739919580959,0.0408979125528094,-0.692589707314656,-0.191917628239773,0.405567361443443,-0.0708435831960461,-0.185716062459654,0,0.03423461189128763,-0.9199708643193647
20104,-1.67405470660356,-0.139490876206017,2.11433034771214,-0.655927913857491,-0.767238788477039,-0.647067776526181,-0.638209055879835,0.860542066107922,0.859059384869047,-1.21223703406325,-0.828039508401961,-0.300225615404743,-2.16808814494998,0.0690269108883819,-0.586537116326378,-0.157983762698623,0.619149290116832,-0.88721249393264,-0.784048542692606,-0.0345044991203282,-0.0564959628291677,-0.319910956352762,0.0580556682183871,0.613707656024124,-0.280089165400845,0.797510129583881,0.151458175498555,-0.0156205176310113,0,-0.027946621952071544,-0.633278116519226
42696,-8.42681446458936,6.24165891255794,-9.94646974501132,8.19961393161759,-8.21309336768256,-2.52204605104398,-11.6430282742756,5.33950009801351,-7.05101582770698,-12.2653238444006,7.04773274001302,-13.7429528415799,0.821627223133927,-14.1074642630375,1.02047093981622,-11.8478871921138,-21.6739867132891,-7.78404247450965,3.20430921695579,0.563869352833826,2.42746037443776,0.692666548056743,0.0203051671536146,0.499809093124917,0.467593621860553,0.483161969665241,1.19567086957704,0.198294350072086,1,0.9254523859428493,-0.5109200061090943
105207,1.26592902066605,-0.112218520465375,0.477349269104543,-0.252322369340083,-0.611306923579711,-0.523215409354228,-0.351201140621,0.0291597671261468,0.22791780396922,-0.0292177335385066,1.10046814969555,0.558740864557431,-0.358147689725119,0.398000925322767,0.625638966798187,0.719567834629557,-0.707591905422958,0.239657332894521,0.445148654934508,-0.0760027777044791,-0.110025336033837,-0.358011429089047,0.0510556438456813,0.0532145126473685,0.116229613421076,0.908953433956158,-0.0777300192417387,-0.0052861830907648,0,-0.29665339202123947,-0.17954863191531856
275576,-1.70291890086035,0.240940624565033,-1.34439518231239,-3.99346826036402,1.68377623535572,3.42784499803736,-0.860264742517896,1.8604048591156,-0.171892829379139,-0.782290958837675,-1.280700899966,0.517173489250771,-0.344183236038529,0.0764045811662166,-2.19815645321056,-2.01222311649705,0.424916675410576,0.13390561512031,-1.05509510499279,-0.670093972518267,-0.696189614832291,-1.40537973252307,0.211439163512073,0.687816724383208,0.104104017040706,0.295926156048581,0.0897395687012784,0.0755101864336644,0,-0.2803046181792776,0.9624055733737473
15736,-23.9141008948243,13.7659421584186,-25.7337337663194,6.2909179135006,-17.7848236618953,-4.57249762015164,-17.3907644695894,15.7941361803271,-3.81983218698836,-8.44226241787632,5.02011249777419,-7.0464278465108,0.692785249374773,-7.07689932873899,-0.0465348409616521,-6.20823797273981,-12.5320624040465,-4.82885763250639,0.978636193358608,1.64003733516462,1.77339928248294,-1.74842552125898,-1.09310448820022,0.147807442391992,1.66379235724108,-0.221024471156944,1.45807561131952,0.43031504868091,1,1.0897785230210297,-0.6758655529317779
140197,1.39674787011021,-0.427093158828453,0.295858048329393,-0.775091124413843,-0.763515421992018,-0.776973702749585,-0.391847695941126,-0.246697671256271,-0.943743475228231,0.572179689517777,-0.44191092567786,-0.168688120377869,1.24944635753435,-0.336192682015505,0.706066181708913,1.30073607585902,0.0020762838613393,-1.61063838258249,0.821470765114716,0.197839337033825,-0.143612415181259,-0.550241793798764,0.0561288148657564,-0.118486253204829,0.313276154547673,-0.491565126871989,0.0072912770296218,0.0233705624721224,0,0.1753650527492489,-0.012911335894453648
128714,0.594492246781197,1.81855801834491,-1.39775527157771,1.39192122893881,1.33986733019817,-1.58766730667277,1.4993757721643,-0.835480399090801,0.0632010793349404,0.204611979317482,3.07001649152607,0.334714008295586,0.5078452054452,-4.26137561102087,0.388270763430889,0.639844682357236,2.26942495250454,1.7180783179315,-0.255233967638476,0.63181193887826,-0.285048660097161,0.0923468891554148,-0.0125053934100511,0.205809716977109,-0.464937777581112,-0.510602245165911,-0.0211298234393706,-0.540432820789457,0,-0.29497659470411514,-0.06911500370070137
182864,-0.877460324933421,0.322587440068322,0.359858647280406,0.584949574795471,1.9714842009978,0.350776904318969,1.70458837839719,-0.46868767364003,-0.603349555590841,0.320098997118458,-0.608024333991746,-0.996307638415977,-1.7281817800225,0.469929024412702,-0.44048095632457,-0.686977115335631,-0.598236362670544,0.733236048638556,1.77651487702628,0.0752431450474305,-0.103947722407685,0.118937720242744,-0.48818218710265,-1.46811036098414,1.23816657036854,-0.168460219514238,-0.388667055689905,-0.419255491858888,0,0.7228393767903305,0.48028054840869844
15451,-20.5327510764355,12.3739891389716,-23.0090029136283,6.14482097803751,-15.5872960035928,-4.38449066917613,-15.9390026942523,13.696416119399,-3.94845491908543,-8.78972336330438,5.61234710799626,-7.91442236630349,0.307819968365149,-8.32860088836825,-0.0069792945896379,-6.82452417207669,-13.3160791903173,-4.9216120866876,1.18820420779718,1.59275393136331,1.75460760918813,-1.46611525253641,-0.85677863566488,0.125776576475404,1.40258698975375,-0.223754856770293,1.57424873519633,0.469200693158523,1,1.0897785230210297,-0.6797424781776101
